nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,objeto,modalidade,dataPublicacao,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"PREFEITURA MUNICIPAL DE CRICIUMA",193,2025,193,2025,"Contratação de empresa especializada na prestação de serviços de supressão de unidade vegetal (falsa seringueira) localizada na Travessa São Joaquim, bairro Operária Nova no município de Criciúma/SC.","Dispensa eletrônica",2025-12-16,"Prestação de serviços","MENOR PRECO GLOBAL",2026-01-09,HOMOLOGADO," "," "," "," ",2025-12-26T09:00:00Z," ",2025-09-17,2025-12-26," "," ","documentosRelacionados_814826e4-273b-48e1-a5f9-3e81187eb8e9.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-12-17T11:00:00Z,"itensVencedores_c5486077-3d1c-43a1-b79a-a793d6c5a8f5.csv",INTERNET," "," "," ","participantes_b61a79ea-837c-45b2-9a42-7eae343470a7.csv",NÃO," ",2025-12-26T08:30:00Z,"Lei 14133/2021, Art. 75, II",24300,23200
"PREFEITURA MUNICIPAL DE CRICIUMA",93,2025,93,2025,"Registro de preços para aquisição de asfalto frio ensacado, destinado à execução de serviços de remendo superficial (tapa-buraco) em pavimentos asfálticos da malha viária do município de Criciúma/SC.","Pregão eletrônico",2025-07-14,"Obras e Serviços de Engenharia","MENOR PRECO POR ITEM"," ",REVOGADO," "," "," "," ",2025-07-24T09:00:00Z," ",2025-04-08,2025-07-24,2026-01-08," ","documentosRelacionados_9be97361-b76e-49d8-a402-7bb77f04a804.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-07-14T12:30:00Z," ",INTERNET," ","Razões de Interesse Público"," "," ",SIM," ",2025-07-24T08:30:00Z,"Lei 14133/2021, Art. 28, I",80000," "
"PREFEITURA MUNICIPAL DE CRICIUMA",140,2025,140,2025,"Contratação de empresa especializada no fornecimento, implantação, treinamento, suporte técnico e manutenção, de sistema informatizado de Gestão Escolar, para atender as demandas da Secretaria de Educação do município de Criciúma.","Pregão eletrônico",2025-10-09,"Contratação de Tecnologia da informação e de Comunicação","MENOR PRECO GLOBAL",2026-01-22,HOMOLOGADO," "," "," "," ",2025-10-23T09:00:00Z," ",2025-08-06,2025-10-23," "," ","documentosRelacionados_9dcd857d-8232-43dc-b173-adf2f117c0da.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-10-09T08:00:00Z,"itensVencedores_350ca241-5d97-4afe-8338-f1906ab5495f.csv",INTERNET," "," "," ","participantes_420bf049-34f5-4699-b5f8-266949245bc0.csv",NÃO," ",2025-10-23T08:30:00Z,"Lei 14133/2021, Art. 28, I",875097.1,222600
"PREFEITURA MUNICIPAL DE CRICIUMA",135,2025,135,2025,"Registro de preços para aquisição de pneus, câmaras, protetores, válvulas e serviços de balanceamento, alinhamento, cambagem e montagem, na reposição e manutenção de veículos e equipamentos rodoviários que compõem a frota oficial do município de Criciúma/SC.","Pregão eletrônico",2025-10-23,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-12-17,HOMOLOGADO," "," "," "," ",2025-11-06T09:00:00Z," ",2025-08-15,2025-11-06," ","despesas_6fa2e8d5-64f3-4a05-bbb8-96f71d326d15.csv","documentosRelacionados_62afb7d9-2d13-497b-8cdb-f284eb65edd9.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-10-22T17:00:00Z,"itensVencedores_a425b390-846f-465e-b569-8bda0b13aa4f.csv",INTERNET," "," "," ","participantes_fd304a26-4c77-4971-a6c0-06aaaa12c394.csv",SIM," ",2025-11-06T08:30:00Z,"Lei 14133/2021, Art. 28, I",3627210.58,1543873
"PREFEITURA MUNICIPAL DE CRICIUMA",170,2025,170,2025,"Contratação de empresa especializada em engenharia de tráfego, isoladamente ou em consórcio, devidamente constituída e com comprovada capacidade técnica, para prestação de serviços técnicos especializados, de natureza predominantemente intelectual, consistentes em consultoria e assessoria técnica em mobilidade urbana e trânsito, no Município de Criciúma/SC.","Concorrência eletrônica",2025-11-19,"Obras e Serviços de Engenharia","TÉCNICA E PREÇO",2025-12-22,HOMOLOGADO," "," "," "," ",2025-12-17T09:00:00Z," ",2025-06-17,2025-12-17," "," ","documentosRelacionados_a4943529-b574-4512-b341-849af32e6ee4.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-12-01T12:00:00Z,"itensVencedores_c1b44bdd-cc14-4a08-a959-dc8beee1254a.csv",INTERNET," "," "," ","participantes_ad8a9747-9bf6-4883-a191-3ab57f0b3ee5.csv",NÃO," ",2025-12-17T08:30:00Z,"Lei 14133/2021, Art. 6, XXXVIII",2800437.5,2484000
"PREFEITURA MUNICIPAL DE CRICIUMA",176,2025,176,2025,"Contratação de empresa especializada na prestação de serviços de assessoria e consultoria administrativa na área de gestão de convênios, compreendendo as atividades de captação de recursos, cadastramento, execução e prestação de contas de convênios e demais instrumentos firmados com órgãos e entidades das esferas federal, estadual e outras instituições públicas ou privadas, visando atender às necessidades operacionais e administrativas do Município de Criciúma/SC.","Dispensa eletrônica",2025-11-26,"Contratação de Tecnologia da informação e de Comunicação","MENOR PRECO POR ITEM",2025-12-23,HOMOLOGADO," "," "," "," ",2025-12-03T09:00:00Z," ",2025-08-22,2025-12-03," "," ","documentosRelacionados_ec0f88b6-98ac-403e-8c63-f88af0e90491.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-11-26T12:00:00Z,"itensVencedores_582144f4-8a05-4624-8cd6-4fee4cb619f8.csv",INTERNET," "," "," ","participantes_41ad78ea-7cb6-4c85-8563-9dab9fd1a301.csv",NÃO," ",2025-12-03T08:30:00Z,"Lei 14133/2021, Art. 75, II",62640,59990
"PREFEITURA MUNICIPAL DE CRICIUMA",132,2025,132,2025,"Registro de preços de peças e serviços, para manutenção e retificação de bombas e bicos injetores para motores a diesel dos equipamentos rodoviários do município de Criciúma/SC.","Pregão eletrônico",2025-10-01,"aquisição de Bens para Compra, inclusive por Encom","MAIOR DESCONTO SOBRE TABELA",2026-01-26,HOMOLOGADO," "," "," "," ",2025-12-18T14:00:00Z," ",2025-08-06,2025-12-18," ","despesas_4c53a4bf-5a36-48d8-9dd3-2ecef8ecb07a.csv","documentosRelacionados_4d706320-1f80-474a-8f9d-6e189c01a38c.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-12-03T10:15:00Z,"itensVencedores_7381b605-f95b-45f2-a617-26089381bc56.csv",INTERNET," "," "," ","participantes_0b1400ae-8f28-4650-9d35-ba4b4c7f6e2a.csv",SIM," ",2025-12-18T13:30:00Z,"Lei 14133/2021, Art. 28, I",500000,500000
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",6,2025,6,2025,"Contratação de empresa, do ramo pertinente, para o fornecimento e a instalação de placares eletrônicos, a serem alocados na Fundação Municipal de Esportes, no Ginásio Municipal Irmão Walmir Antônio Orsi em Criciúma/SC.","Dispensa eletrônica",2025-09-26,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO GLOBAL",2025-10-27,HOMOLOGADO," "," "," ","contratos_ac034853-1ca4-4d4f-9b5f-efcbd4a23358.csv",2025-10-08T09:00:00Z," ",2025-07-24,2025-10-08," "," ","documentosRelacionados_92a7220b-6c8c-4d88-88b7-edb9fcb738ea.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,Licitação,2025-09-26T15:00:00Z,"itensVencedores_847e8a73-4493-471b-86ae-1064aa8bc0d3.csv",INTERNET," "," "," ","participantes_52a93865-47f5-40d8-8629-84e7ddbe7809.csv",NÃO," ",2025-10-08T08:30:00Z,"Lei 14133/2021, Art. 75, II",22100,18800.0
"FUNDAÇÃO CULTURAL DE CRICIÚMA",47,2025,25,2025,"Registro de preços de serviços gráficos, para impressão do livro em comemoração aos 60 anos da Associação Coral de Criciúma/SC.","Pregão eletrônico",2025-12-08,"Contratação de serviços","MENOR PRECO POR ITEM"," ",SUSPENSO," "," "," "," ",2025-12-23T09:00:00Z," ",2025-09-02,2025-12-23," "," ","documentosRelacionados_8f334fe1-113e-4b27-8fea-16194f2d65c5.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-12-08T15:00:00Z," ",INTERNET," "," "," "," ",SIM," ",2025-12-23T08:30:00Z,"Lei 14133/2021, Art. 28, I",67000," "
"FUNDAÇÃO CULTURAL DE CRICIÚMA",33,2025,33,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado no dia 23 de novembro de 2025 na IX Festa dell’imigrazione – Homenagem ao centenário de emancipação de Criciúma, no Parque dos Imigrantes, localizado no Rio Maina.  Em conformidade com o Edital de Credenciamento nº 026/FCC/2025, referente ao processo administrativo 707368, sendo o  SANDRO LUIS BROGNOLI – CNPJ 49.434.504/0001-09 e que executará as atividad","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços","MENOR PRECO",2025-11-21,HOMOLOGADO," "," "," ","contratos_d713ea8f-3510-42d8-ba26-75416802b15b.csv",2025-11-21T08:00:00Z," ",2025-11-21,2025-11-21," "," ","documentosRelacionados_b6b3aff7-87bc-4b66-a9cc-be86c6d2c214.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-11-21T08:00:00Z,"itensVencedores_ff938f6e-be46-46fa-b9d5-3263801e4701.csv",INTERNET," "," "," ","participantes_84ebeb72-e559-4bdd-9392-91e939e5a3ab.csv",NÃO," ",2025-11-21T08:00:00Z,"Lei 14133/2021, Art. 79, I",3000,3000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",34,2025,34,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado no dia 23 de novembro de 2025 na IX Festa dell’imigrazione – Homenagem ao centenário de emancipação de Criciúma, no Parque dos Imigrantes, localizado no Rio Maina. Em conformidade com o Edital de Credenciamento nº 026/FCC/2025., referente ao processo administrativo 707368, sendo o JAIR DE AVILA LTDA – CNPJ 43.906.763/0001-09  e que executará as atividades","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços","MENOR PRECO",2025-11-21,HOMOLOGADO," "," "," ","contratos_81003cd1-7dfa-4c3b-99da-b56b2050fcf6.csv",2025-11-21T08:00:00Z," ",2025-11-21,2025-11-21," "," ","documentosRelacionados_4d9b2b6f-96c9-4780-abfa-3327c45e072b.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-11-21T08:00:00Z,"itensVencedores_3059bad6-9725-47d9-816c-1c83e98cf4fe.csv",INTERNET," "," "," ","participantes_ace45689-24be-4706-9d27-c43f31cec449.csv",NÃO," ",2025-11-21T08:00:00Z,"Lei 14133/2021, Art. 79, I",4000,4000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",41,2025,41,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado nos dias 03 a 06 de dezembro de 2025 no XXV Festival Internacional de Corais – Homenagem ao centenário de emancipação de Criciúma.  Em conformidade com o Edital de Credenciamento nº 026/FCC/2025, referente ao processo administrativo 707368, sendo a TAMYRIS SOUZA DA SILVA – CNPJ 39.995.193/0001-01  e que executará as atividades de acordo com o Termo de Ref","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços",CREDENCIAMENTO,2025-12-03,HOMOLOGADO," "," "," ","contratos_484387b3-c24c-4077-a8c2-7a9cf7e4528c.csv",2025-12-03T08:00:00Z," ",2025-12-03,2025-12-03," "," ","documentosRelacionados_70ef7d7c-f048-42db-8bfa-80781a4e5985.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-12-03T08:00:00Z,"itensVencedores_c825f5ed-4ec2-4625-9076-29e93494bcb0.csv",INTERNET," "," "," ","participantes_447f87bb-0d53-448b-9142-8847e4ea5923.csv",NÃO," ",2025-12-03T08:00:00Z,"Lei 14133/2021, Art. 79, I",6000,6000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",45,2025,45,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado nos dias 03 a 06 de dezembro de 2025 no XXV Festival Internacional de Corais – Homenagem ao centenário de emancipação de Criciúma.  Em conformidade com o Edital de Credenciamento nº 026/FCC/2025, referente ao processo administrativo 707368, sendo o VALDIR MARANGONI – CPF 077.403.019-49  e que executará as atividades de acordo com o Termo de Referência.","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços",CREDENCIAMENTO,2025-12-03,HOMOLOGADO," "," "," ","contratos_274e2e1f-e80d-46f2-a77a-28fa8b026532.csv",2025-12-03T08:00:00Z," ",2025-12-03,2025-12-03," "," ","documentosRelacionados_47a15c1b-76ac-493b-87e8-4d0bce76c848.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-12-03T08:00:00Z,"itensVencedores_1672832f-ad60-4d6f-a9d0-f90f700491db.csv",INTERNET," "," "," ","participantes_56fd6a81-69a2-4b37-a5f8-c053b2295c99.csv",NÃO," ",2025-12-03T08:00:00Z,"Lei 14133/2021, Art. 79, I",5000,5000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",39,2025,39,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado nos dias 03 a 06 de dezembro de 2025 no XXV Festival Internacional de Corais – Homenagem ao centenário de emancipação de Criciúma.  Em conformidade com o Edital de Credenciamento nº 026/FCC/2025, referente ao processo administrativo 707368, sendo o FABIANO DAS NEVES LIMAS – CNPJ 63.600.216/0001-08  e que executará as atividades de acordo com o Termo de Re","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços",CREDENCIAMENTO,2025-12-03,HOMOLOGADO," "," "," ","contratos_b1c143e2-ea14-4d86-8d15-d1d6b90e103f.csv",2025-12-03T08:00:00Z," ",2025-11-28,2025-12-03," "," ","documentosRelacionados_9aee1910-f0be-49f9-97fe-df01066f009e.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-12-03T08:00:00Z,"itensVencedores_bc401752-58ee-4bef-8d5e-010f313f98ad.csv",INTERNET," "," "," ","participantes_d3baf4fa-51c2-4e57-b49b-7c2569b9fff8.csv",NÃO," ",2025-12-03T08:00:00Z,"Lei 14133/2021, Art. 79, I",5000,5000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",40,2025,40,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado nos dias 03 a 06 de dezembro de 2025 no XXV Festival Internacional de Corais – Homenagem ao centenário de emancipação de Criciúma.  Em conformidade com o Edital de Credenciamento nº 026/FCC/2025, referente ao processo administrativo 707368, sendo o REINALDO HOEPERS – CNPJ 22.071.299/0001-08  e que executará as atividades de acordo com o Termo de Referênci","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços",CREDENCIAMENTO,2025-12-03,HOMOLOGADO," "," "," ","contratos_1c632e99-7ec0-43af-8d56-1fff6b97ce0e.csv",2025-12-03T08:00:00Z," ",2025-12-03,2025-12-03," "," ","documentosRelacionados_9e7884df-0238-4446-b2a8-d2a809116593.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-12-03T08:00:00Z,"itensVencedores_8838cae0-0360-40e2-9231-2948301f65fb.csv",INTERNET," "," "," ","participantes_ce591725-e79c-4297-8f01-6c41e3962cc7.csv",NÃO," ",2025-12-03T08:00:00Z,"Lei 14133/2021, Art. 79, I",5000,5000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",44,2025,44,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado nos dias 03 a 06 de dezembro de 2025 no XXV Festival Internacional de Corais – Homenagem ao centenário de emancipação de Criciúma.  Em conformidade com o Edital de Credenciamento nº 026/FCC/2025, referente ao processo administrativo 707368, sendo o JONATAS DE MELO GALDINO – CNPJ 35.274.959/0001-08  e que executará as atividades de acordo com o Termo de Re","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços",CREDENCIAMENTO,2025-12-03,HOMOLOGADO," "," "," ","contratos_6e22841f-4e6b-4756-8758-f8eea1679656.csv",2025-12-03T08:00:00Z," ",2025-12-03,2025-12-03," "," ","documentosRelacionados_031035e0-0be1-4f4a-90c1-dc1378836203.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-12-03T08:00:00Z,"itensVencedores_49a7fa15-b9cf-40e5-a610-79bfaf3ef442.csv",INTERNET," "," "," ","participantes_9f828f06-9693-4961-92aa-4e24f063f5d8.csv",NÃO," ",2025-12-03T08:00:00Z,"Lei 14133/2021, Art. 79, I",5000,5000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",46,2025,46,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado nos dias 03 a 06 de dezembro de 2025 no XXV Festival Internacional de Corais – Homenagem ao centenário de emancipação de Criciúma.  Em conformidade com o Edital de Credenciamento nº 026/FCC/2025, referente ao processo administrativo 707368, sendo a ASSOCIAÇÃO DOS PAIS E AMIGOS DO CORAL INFANTO-JUVENIL CRIANÇA FELIZ – CNPJ 01.628.316/0001-95  e que executa","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços",CREDENCIAMENTO,2025-12-03,HOMOLOGADO," "," "," ","contratos_92045430-674a-4b8d-8008-c72dc52b6df3.csv",2025-12-03T08:00:00Z," ",2025-12-03,2025-12-03," "," ","documentosRelacionados_d226ce75-0550-4c33-b071-da7f2e936acb.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-12-03T08:00:00Z,"itensVencedores_5389911e-4fb3-4833-9fdc-8d6e268f4394.csv",INTERNET," "," "," ","participantes_22d479f2-0068-4a5e-8fb4-76ebb8963bf7.csv",NÃO," ",2025-12-03T08:00:00Z,"Lei 14133/2021, Art. 79, I",5000,5000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",43,2025,43,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado nos dias 03 a 06 de dezembro de 2025 no XXV Festival Internacional de Corais – Homenagem ao centenário de emancipação de Criciúma.  Em conformidade com o Edital de Credenciamento nº 026/FCC/2025, referente ao processo administrativo 707368, sendo o LUCAS FERNANDES HELEODORO – CPF 116.129.979-37  e que executará as atividades de acordo com o Termo de Refer","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços",CREDENCIAMENTO,2025-12-03,HOMOLOGADO," "," "," ","contratos_ed2a5278-5019-4480-a514-4408e1ed650c.csv",2025-12-03T08:00:00Z," ",2025-12-03,2025-12-03," "," ","documentosRelacionados_54ee2f45-e211-487d-bf50-16c004e97cd2.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-12-03T08:00:00Z,"itensVencedores_b2449414-b1a3-43d4-a0b8-2e75d12b828c.csv",INTERNET," "," "," ","participantes_11330a40-d3ad-406a-bfbb-7705bef42159.csv",NÃO," ",2025-12-03T08:00:00Z,"Lei 14133/2021, Art. 79, I",5000,5000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",42,2025,42,2025,"Credenciamento, visando à habilitação de artistas pessoas físicas e jurídicas, para prestação de serviços artístico-culturais, a ser realizado nos dias 03 a 06 de dezembro de 2025 no XXV Festival Internacional de Corais – Homenagem ao centenário de emancipação de Criciúma.  Em conformidade com o Edital de Credenciamento nº 026/FCC/2025, referente ao processo administrativo 707368, sendo o JOEL DE OLIVEIRA – CNPJ 34.977.898/0001-74  e que executará as atividades de acordo com o Termo de Referênci","Inexigibilidade de licitação",2025-12-03,"Prestação de serviços",CREDENCIAMENTO,2025-12-03,HOMOLOGADO," "," "," ","contratos_97784622-59ad-4aad-95db-01b49d7dcb6e.csv",2025-12-03T08:00:00Z," ",2025-12-03,2025-12-03," "," ","documentosRelacionados_1a7b02d5-862a-4c3f-a442-c0d3506b920f.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-12-03T08:00:00Z,"itensVencedores_4f2557ec-ee76-4d91-99c0-60de6b5a1b88.csv",INTERNET," "," "," ","participantes_b80110e2-98fc-4152-bbb8-1cd024cdcad0.csv",NÃO," ",2025-12-03T08:00:00Z,"Lei 14133/2021, Art. 79, I",5000,5000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",16,2025,16,2025,"Concessão onerosa de uso de espaço público, compreendendo áreas localizadas no Parque das Nações Cincinatto Naspolini e na Praça Nereu Ramos, destinadas à implantação, operação, manutenção e desmontagem de estrutura auxiliar para os eventos comemorativos do Centenário de Emancipação Política do Município de Criciúma, incluindo a exploração comercial de alimentos, bebidas e espaços publicitários.","Pregão eletrônico",2025-08-27,"Concessão de uso de bem publico","Melhor oferta c/ forma especial maior lance"," ",REVOGADO," "," "," "," ",2025-09-19T09:00:00Z," ",2025-08-05,2025-09-19,2025-09-22," ","documentosRelacionados_a32b657d-a96d-45da-97d7-cd7b33c1df49.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-08-27T17:00:00Z," ",INTERNET," ","Licitação deserta"," "," ",NÃO," ",2025-09-19T08:30:00Z,"Lei 14133/2021, Art. 2, IV",80000," "
"PREFEITURA MUNICIPAL DE CRICIUMA",179,2025,179,2025,"Registro de preços para prestação de serviços de desinsetização, desratização e descupinização, em atendimento aos prédios públicos da Administração Municipal, Fundo Municipal de Saúde, Secretaria de Educação, Fundo Municipal de Assistência Social e 9º Batalhão da Polícia Militar de Criciúma/SC.","Pregão eletrônico",2025-11-27,"Prestação de serviços","MENOR PRECO GLOBAL",2026-02-10,HOMOLOGADO," ","atasRegistroPrecos_2f11db48-2ab5-4a29-836f-f88360b67952.csv"," "," ",2025-12-15T09:00:00Z," ",2025-07-23,2025-12-15," ","despesas_2578210f-d816-46df-933a-1c92587172cb.csv","documentosRelacionados_a0dd18d6-c4f2-4166-b2cb-230389857592.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-11-27T16:00:00Z,"itensVencedores_ddca178c-c1ed-4db3-9e22-b2f453f2637e.csv",INTERNET," "," "," ","participantes_0a2e6c6f-54ec-43a3-b6d5-0bc50647d2e2.csv",SIM," ",2025-12-15T08:30:00Z,"Lei 14133/2021, Art. 28, I",324997.22,103061.64
"PREFEITURA MUNICIPAL DE CRICIUMA",191,2025,191,2025,"Contratação de empresa especializada para o fornecimento e a instalação de tanque multiuso, com capacidade de 10.000 (dez mil) litros, destinado a atender às necessidades operacionais do Município de Criciúma/SC.","Pregão eletrônico",2025-12-15,"Prestação de serviços","MENOR PRECO POR ITEM"," ",FRACASSADO," "," "," "," ",2026-01-08T09:00:00Z," ",2025-10-16,2026-01-08," "," ","documentosRelacionados_f5501306-7db8-4226-901b-ba80e739c0fb.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-12-15T16:00:00Z," ",INTERNET," "," "," "," ",NÃO," ",2026-01-08T08:30:00Z,"Lei 14133/2021, Art. 28, I",360000," "
"PREFEITURA MUNICIPAL DE CRICIUMA",168,2025,168,2025,"Contratação de serviços de gerenciamento de manutenção preditiva, preventiva e corretiva de frotas de veículos automotores e equipamentos, incluindo pneus, óleos lubrificantes e lavação, em uma ampla rede credenciada de oficinas, autopeças ou concessionárias, no modelo de autogestão, vedada a cobrança de taxas secundárias, mensalidades e similares da rede credenciada, conforme especificações constantes do Termo de Referência e de acordo com tabela de preços registrados","Dispensa de licitação",2025-11-12,"Prestação de serviços","MENOR PRECO",2025-11-11,HOMOLOGADO,"adesao_a8c9b5ae-9fe9-4cf5-bf1c-a8a42fe98e9f.csv"," "," ","contratos_2d7dd23e-33fd-4280-b2c6-eadc18ea8f32.csv"," "," ",2025-11-11,," "," ","documentosRelacionados_ba476e46-b7a2-450d-b8cd-0ce70a1eaf15.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Adesão à ata de registro de preços"," ","itensVencedores_ea064e60-0d83-4a59-a682-1adcf963187f.csv",INTERNET," "," "," ","participantes_e9b0a574-19a6-4e8c-9b8d-fe67c3a694cd.csv",NÃO," "," ","Lei 14133/2021, Art. 86, §2º",5200000,5200000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",30,2025,30,2025,"Contratação de serviços de gerenciamento de manutenção preditiva, preventiva e corretiva de frotas de veículos automotores e equipamentos, incluindo pneus, óleos lubrificantes e lavação, em uma ampla rede credenciada de oficinas, autopeças ou concessionárias, no modelo de autogestão, vedada a cobrança de taxas secundárias, mensalidades e similares da rede credenciada, conforme especificações constantes do Termo de Referência e de acordo com tabela de preços registrados.","Dispensa de licitação",2025-11-12,"Prestação de serviços","MENOR PRECO",2025-11-11,HOMOLOGADO,"adesao_f2fa2c5c-b895-4b87-8d81-599a27d3538e.csv"," "," ","contratos_fdbd8350-26cc-41ad-9b44-7261365e9a9e.csv"," "," ",2025-11-11,," "," ","documentosRelacionados_bff7c197-76de-4762-a1a3-89fa1661b79f.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Adesão à ata de registro de preços"," ","itensVencedores_8fcdabe7-a05d-4835-9689-f8dc19b00073.csv",INTERNET," "," "," ","participantes_9e6ffe65-d823-4d3b-8784-7a07591c53e3.csv",NÃO," "," ","Lei 14133/2021, Art. 86, §2º",50000,50000
